<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.07.30	0.65055	0.65288	0.64260	0.64331	58267	0	0
2025.07.31	0.64313	0.64763	0.64237	0.64247	55353	0	0
2025.08.01	0.64203	0.64933	0.64185	0.64731	71520	0	0
2025.08.04	0.64619	0.64898	0.64584	0.64667	61077	0	0
2025.08.05	0.64657	0.64793	0.64494	0.64723	59659	0	0
2025.08.06	0.64715	0.65088	0.64639	0.65030	50280	0	0
2025.08.07	0.65021	0.65412	0.64894	0.65226	59162	0	0
2025.08.08	0.65126	0.65349	0.65113	0.65187	45967	0	0
2025.08.11	0.65154	0.65285	0.65010	0.65129	46770	0	0
2025.08.12	0.65122	0.65406	0.64818	0.65289	60678	0	0
2025.08.13	0.65288	0.65627	0.65164	0.65455	45145	0	0
2025.08.14	0.65449	0.65687	0.64825	0.64954	54216	0	0
2025.08.15	0.64926	0.65228	0.64862	0.65080	45213	0	0
2025.08.18	0.65042	0.65243	0.64815	0.64910	41704	0	0
2025.08.19	0.64902	0.64977	0.64497	0.64536	45004	0	0
2025.08.20	0.64467	0.64556	0.64236	0.64333	50743	0	0
2025.08.21	0.64237	0.64368	0.64145	0.64203	49690	0	0
2025.08.22	0.64195	0.65010	0.64150	0.64912	51182	0	0
2025.08.25	0.64854	0.65048	0.64714	0.64827	41730	0	0
2025.08.26	0.64809	0.65008	0.64698	0.64942	49566	0	0
2025.08.27	0.64912	0.65129	0.64624	0.65053	42834	0	0
2025.08.28	0.65053	0.65378	0.65002	0.65322	41944	0	0
2025.08.29	0.65315	0.65487	0.65228	0.65383	42155	0	0
2025.09.01	0.65431	0.65600	0.65335	0.65533	38626	0	0
2025.09.02	0.65507	0.65586	0.64832	0.65204	59741	0	0
2025.09.03	0.65196	0.65543	0.65021	0.65433	52962	0	0
2025.09.04	0.65344	0.65497	0.65012	0.65175	48047	0	0
2025.09.05	0.65146	0.65888	0.65092	0.65548	52151	0	0
2025.09.08	0.65493	0.65986	0.65456	0.65918	47457	0	0
2025.09.09	0.65913	0.66198	0.65766	0.65845	48071	0	0
2025.09.10	0.65813	0.66356	0.65788	0.66130	50056	0	0
2025.09.11	0.66125	0.66651	0.65880	0.66603	51066	0	0
2025.09.12	0.66573	0.66689	0.66306	0.66475	45834	0	0
2025.09.15	0.66314	0.66748	0.66314	0.66700	43553	0	0
2025.09.16	0.66683	0.66881	0.66597	0.66846	44717	0	0
2025.09.17	0.66847	0.67069	0.66412	0.66519	44406	0	0
2025.09.18	0.66523	0.66601	0.66068	0.66120	50640	0	0
2025.09.19	0.66062	0.66196	0.65858	0.65906	51867	0	0
2025.09.22	0.65906	0.66026	0.65748	0.65989	44993	0	0
2025.09.23	0.65981	0.66153	0.65811	0.65985	48264	0	0
2025.09.24	0.65979	0.66279	0.65747	0.65824	50003	0	0
2025.09.25	0.65782	0.66038	0.65259	0.65398	54006	0	0
2025.09.26	0.65400	0.65516	0.65205	0.65453	49368	0	0
2025.09.29	0.65441	0.65810	0.65411	0.65766	43388	0	0
2025.09.30	0.65689	0.66284	0.65689	0.66128	50199	0	0
2025.10.01	0.66058	0.66285	0.65892	0.66129	53203	0	0
2025.10.02	0.66123	0.66244	0.65768	0.65962	44958	0	0
2025.10.03	0.65907	0.66139	0.65873	0.66016	44296	0	0
2025.10.06	0.65775	0.66207	0.65774	0.66173	54065	0	0
2025.10.07	0.66133	0.66243	0.65785	0.65805	47196	0	0
2025.10.08	0.65797	0.65890	0.65564	0.65865	49971	0	0
2025.10.09	0.65771	0.66121	0.65398	0.65543	57928	0	0
2025.10.10	0.65538	0.65729	0.64731	0.64767	64832	0	0
2025.10.13	0.65093	0.65326	0.64913	0.65148	60438	0	0
2025.10.14	0.65134	0.65211	0.64401	0.64859	70744	0	0
2025.10.15	0.64793	0.65234	0.64793	0.65121	58079	0	0
2025.10.16	0.65113	0.65157	0.64711	0.64839	67367	0	0
2025.10.17	0.64786	0.65024	0.64434	0.64943	63288	0	0
2025.10.20	0.64863	0.65211	0.64844	0.65125	41927	0	0
2025.10.21	0.65083	0.65249	0.64728	0.64872	49522	0	0
2025.10.22	0.64849	0.65119	0.64783	0.64885	52243	0	0
2025.10.23	0.64821	0.65179	0.64786	0.65126	38206	0	0
2025.10.24	0.65002	0.65289	0.64928	0.65105	40663	0	0
2025.10.27	0.65411	0.65595	0.65226	0.65557	40656	0	0
2025.10.28	0.65545	0.65906	0.65442	0.65852	38319	0	0
2025.10.29	0.65823	0.66176	0.65571	0.65743	56293	0	0
2025.10.30	0.65734	0.65976	0.65325	0.65541	57958	0	0
2025.10.31	0.65522	0.65602	0.65332	0.65447	43963	0	0
2025.11.03	0.65413	0.65624	0.65175	0.65379	37949	0	0
2025.11.04	0.65284	0.65399	0.64808	0.64886	51133	0	0
2025.11.05	0.64874	0.65128	0.64586	0.65065	45358	0	0
2025.11.06	0.65020	0.65186	0.64633	0.64788	51480	0	0
2025.11.07	0.64749	0.64990	0.64674	0.64946	54275	0	0
2025.11.10	0.64942	0.65401	0.64885	0.65360	39970	0	0
2025.11.11	0.65351	0.65382	0.65149	0.65267	39946	0	0
2025.11.12	0.65265	0.65503	0.65130	0.65411	42089	0	0
2025.11.13	0.65401	0.65801	0.65237	0.65294	59763	0	0
2025.11.14	0.65280	0.65513	0.65035	0.65363	63437	0	0
2025.11.17	0.65296	0.65374	0.64818	0.64928	51248	0	0
2025.11.18	0.64927	0.65184	0.64647	0.65075	62724	0	0
2025.11.19	0.65066	0.65119	0.64510	0.64786	58626	0	0
2025.11.20	0.64774	0.65026	0.64361	0.64395	68336	0	0
2025.11.21	0.64386	0.64608	0.64212	0.64560	73910	0	0
2025.11.24	0.64573	0.64683	0.64421	0.64641	46719	0	0
2025.11.25	0.64616	0.64756	0.64361	0.64690	51227	0	0
2025.11.26	0.64644	0.65212	0.64639	0.65180	56047	0	0
2025.11.27	0.65151	0.65397	0.65151	0.65338	32794	0	2
2025.11.28	0.65327	0.65591	0.65201	0.65451	91367	0	2
2025.12.01	0.65368	0.65664	0.65332	0.65432	49606	0	0
2025.12.02	0.65415	0.65708	0.65354	0.65654	37744	0	0
2025.12.03	0.65589	0.66019	0.65514	0.66012	39549	0	0
2025.12.04	0.66001	0.66240	0.65939	0.66094	41579	0	0
2025.12.05	0.66059	0.66489	0.66048	0.66384	37251	0	0
2025.12.08	0.66312	0.66490	0.66143	0.66236	45417	0	0
2025.12.09	0.66166	0.66543	0.66090	0.66424	48659	0	0
2025.12.10	0.66407	0.66859	0.66288	0.66750	52528	0	0
2025.12.11	0.66690	0.66790	0.66264	0.66638	59803	0	0
2025.12.12	0.66631	0.66771	0.66326	0.66508	57229	0	0
2025.12.15	0.66418	0.66565	0.66320	0.66401	54589	0	0
2025.12.16	0.66407	0.66610	0.66181	0.66322	62607	0	0
2025.12.17	0.66268	0.66349	0.65991	0.66044	58594	0	0
2025.12.18	0.66036	0.66309	0.65925	0.66120	58600	0	0
2025.12.19	0.66108	0.66249	0.66001	0.66074	46999	0	0
2025.12.22	0.66103	0.66604	0.66031	0.66574	40388	0	0
2025.12.23	0.66566	0.67022	0.66506	0.67011	47495	0	0
2025.12.24	0.66981	0.67176	0.66963	0.67025	43935	0	0
2025.12.26	0.66985	0.67246	0.66959	0.67115	45613	0	2
2025.12.29	0.66987	0.67274	0.66831	0.66933	52028	0	0
2025.12.30	0.66892	0.67178	0.66878	0.66959	40940	0	0
2025.12.31	0.66935	0.67013	0.66597	0.66729	43553	0	0
2026.01.02	0.66699	0.67071	0.66647	0.66934	48829	0	0
2026.01.05	0.66772	0.67189	0.66631	0.67141	57969	0	0
2026.01.06	0.67119	0.67418	0.67031	0.67384	48678	0	0
2026.01.07	0.67373	0.67664	0.67169	0.67203	51830	0	0
2026.01.08	0.67195	0.67255	0.66817	0.66984	48744	0	0
2026.01.09	0.66986	0.67040	0.66636	0.66860	49844	0	0
2026.01.12	0.66772	0.67224	0.66744	0.67097	47883	0	0
2026.01.13	0.67062	0.67274	0.66729	0.66803	48863	0	0
2026.01.14	0.66798	0.67024	0.66732	0.66824	52170	0	0
2026.01.15	0.66758	0.67098	0.66672	0.66984	42487	0	0
2026.01.16	0.66972	0.67095	0.66709	0.66820	38303	0	0
2026.01.19	0.66718	0.67172	0.66676	0.67136	33154	0	0
2026.01.20	0.67132	0.67471	0.67067	0.67370	57830	0	0
2026.01.21	0.67361	0.67778	0.67274	0.67618	53662	0	0
2026.01.22	0.67606	0.68444	0.67538	0.68386	42461	0	0
2026.01.23	0.68368	0.68989	0.68342	0.68973	48371	0	0
2026.01.26	0.69214	0.69407	0.69060	0.69160	57351	0	0
2026.01.27	0.69151	0.70160	0.69014	0.70115	54472	0	0
2026.01.28	0.70091	0.70428	0.69769	0.70405	73396	0	0
2026.01.29	0.70380	0.70940	0.69690	0.70495	88927	0	0
2026.01.30	0.70476	0.70553	0.69399	0.69628	106701	0	0
2026.02.02	0.69458	0.69707	0.69084	0.69473	102826	0	0
2026.02.03	0.69467	0.70503	0.69418	0.70218	81659	0	0
2026.02.04	0.70202	0.70430	0.69715	0.69978	76245	0	0
2026.02.05	0.69965	0.70072	0.69268	0.69274	89025	0	0
2026.02.06	0.69253	0.70247	0.68970	0.70172	67244	0	0
2026.02.09	0.70070	0.70986	0.70062	0.70933	56228	0	0
2026.02.10	0.70920	0.70937	0.70644	0.70741	50524	0	0
2026.02.11	0.70745	0.71431	0.70631	0.71269	66053	0	0
2026.02.12	0.71249	0.71471	0.70756	0.70905	70280	0	0
2026.02.13	0.70866	0.70974	0.70435	0.70706	73637	0	0
2026.02.16	0.70542	0.70966	0.70516	0.70718	32530	0	0
2026.02.17	0.70710	0.70899	0.70281	0.70856	67919	0	0
2026.02.18	0.70854	0.70874	0.70349	0.70423	47812	0	0
2026.02.19	0.70418	0.70802	0.70241	0.70577	56129	0	0
2026.02.20	0.70474	0.70946	0.70153	0.70846	74714	0	0
2026.02.23	0.70728	0.71120	0.70484	0.70549	62665	0	0
2026.02.24	0.70547	0.70737	0.70266	0.70575	51834	0	0
2026.02.25	0.70574	0.71259	0.70550	0.71231	48067	0	0
2026.02.26	0.71147	0.71364	0.70668	0.71057	57838	0	0
2026.02.27	0.71002	0.71321	0.70865	0.71146	63447	0	0
2026.03.02	0.70326	0.71167	0.70311	0.70935	102590	0	0
2026.03.03	0.70921	0.71227	0.69442	0.70337	125859	0	0
2026.03.04	0.70347	0.70834	0.69846	0.70759	115630	0	0
2026.03.05	0.70738	0.70892	0.69737	0.70070	116606	0	0
2026.03.06	0.70058	0.70474	0.69769	0.70278	110472	0	0
2026.03.09	0.69812	0.70786	0.69561	0.70765	137324	0	0
2026.03.10	0.70746	0.71684	0.70532	0.71182	110729	0	0
2026.03.11	0.71181	0.71872	0.71125	0.71519	94057	0	0
2026.03.12	0.71510	0.71608	0.70722	0.70755	93286	0	0
2026.03.13	0.70741	0.70923	0.69794	0.69805	94107	0	0
2026.03.16	0.69900	0.70825	0.69858	0.70713	80130	0	0
2026.03.17	0.70709	0.71181	0.70491	0.71043	73011	0	0
2026.03.18	0.71037	0.71234	0.70182	0.70227	74694	0	0
2026.03.19	0.70226	0.71089	0.69997	0.70870	112419	0	0
2026.03.20	0.70853	0.70972	0.70052	0.70218	93143	0	0
2026.03.23	0.69960	0.70624	0.69106	0.70088	140091	0	0
2026.03.24	0.70092	0.70244	0.69381	0.69967	124698	0	0
2026.03.25	0.69931	0.70039	0.69426	0.69463	90567	0	0
2026.03.26	0.69462	0.69568	0.68755	0.68867	77197	0	0
2026.03.27	0.68822	0.69120	0.68644	0.68780	76184	0	0
2026.03.30	0.68612	0.68743	0.68332	0.68523	76740	0	0
2026.03.31	0.68516	0.69038	0.68341	0.68998	94676	0	0
2026.04.01	0.68994	0.69630	0.68919	0.69285	79860	0	0
2026.04.02	0.69258	0.69406	0.68598	0.69100	85200	0	0
2026.04.03	0.69080	0.69159	0.68821	0.68883	21807	0	0
2026.04.06	0.68823	0.69379	0.68761	0.69179	62630	0	2
2026.04.07	0.69117	0.69782	0.68983	0.69761	79248	0	0
2026.04.08	0.69689	0.70845	0.69660	0.70430	97643	0	0
2026.04.09	0.70425	0.70949	0.70220	0.70827	62004	0	0
2026.04.10	0.70794	0.70938	0.70536	0.70725	51764	0	0
2026.04.13	0.69848	0.71004	0.69848	0.70957	60410	0	0
2026.04.14	0.70933	0.71479	0.70771	0.71261	51300	0	0
2026.04.15	0.71225	0.71775	0.71078	0.71706	52150	0	0
2026.04.16	0.71665	0.71972	0.71522	0.71616	56486	0	0
2026.04.17	0.71602	0.72219	0.71525	0.71665	60675	0	0
2026.04.20	0.71204	0.71801	0.71132	0.71779	62244	0	0
2026.04.21	0.71705	0.71858	0.71301	0.71539	64841	0	0
2026.04.22	0.71502	0.71762	0.71446	0.71605	54870	0	0
2026.04.23	0.71599	0.71667	0.71110	0.71282	76387	0	0
2026.04.24	0.71273	0.71552	0.71146	0.71520	60774	0	0
2026.04.27	0.71272	0.72000	0.71264	0.71854	48833	0	0
2026.04.28	0.71851	0.71948	0.71509	0.71817	63708	0	0
2026.04.29	0.71801	0.71897	0.71017	0.71158	69118	0	0
2026.04.30	0.71154	0.72031	0.71094	0.72013	82436	0	0
2026.05.01	0.72005	0.72278	0.71834	0.71997	56060	0	0
2026.05.04	0.72106	0.72203	0.71534	0.71666	70534	0	0
2026.05.05	0.71663	0.71978	0.71357	0.71827	51224	0	0
2026.05.06	0.71822	0.72777	0.71742	0.72370	75526	0	0
2026.05.07	0.72360	0.72643	0.72045	0.72054	65190	0	0
2026.05.08	0.72061	0.72492	0.72000	0.72479	59115	0	0
2026.05.11	0.72169	0.72595	0.72169	0.72489	50805	0	0
2026.05.12	0.72469	0.72523	0.72088	0.72399	64518	0	0
2026.05.13	0.72396	0.72717	0.72306	0.72576	51965	0	0
2026.05.14	0.72570	0.72643	0.72158	0.72198	56753	0	0
2026.05.15	0.72204	0.72229	0.71397	0.71450	77020	0	0
2026.05.18	0.71404	0.71843	0.71186	0.71683	83177	0	0
2026.05.19	0.71678	0.71767	0.70795	0.71065	73359	0	0
2026.05.20	0.71038	0.71742	0.70868	0.71525	71627	0	0
2026.05.21	0.71478	0.71685	0.70999	0.71491	81212	0	0
2026.05.22	0.71496	0.71529	0.71164	0.71290	48291	0	0
2026.05.25	0.71540	0.71819	0.71502	0.71749	32348	0	0
2026.05.26	0.71719	0.71763	0.71553	0.71668	47611	0	0
2026.05.27	0.71656	0.71796	0.71238	0.71414	57953	0	0
2026.05.28	0.71372	0.71695	0.70978	0.71623	62166	0	0
2026.05.29	0.71622	0.72005	0.71491	0.71842	52357	0	0
2026.06.01	0.71684	0.71902	0.71331	0.71602	51777	0	0
2026.06.02	0.71561	0.71879	0.71528	0.71794	44935	0	0
2026.06.03	0.71777	0.71817	0.71266	0.71274	51358	0	0
2026.06.04	0.71261	0.71489	0.71223	0.71329	52849	0	0
2026.06.05	0.71320	0.71438	0.70376	0.70422	67995	0	0
2026.06.08	0.70219	0.70781	0.70195	0.70449	85126	0	0
2026.06.09	0.70425	0.70705	0.70052	0.70273	84497	0	0
2026.06.10	0.70258	0.70374	0.69946	0.69967	98463	0	0
2026.06.11	0.69971	0.70548	0.69791	0.70509	93902	0	0
2026.06.12	0.70459	0.70597	0.70211	0.70452	82830	0	0
2026.06.15	0.70373	0.70884	0.70373	0.70702	53122	0	0
2026.06.16	0.70714	0.70797	0.70421	0.70667	48961	0	0
2026.06.17	0.70652	0.70754	0.69949	0.70129	58387	0	0
2026.06.18	0.70138	0.70415	0.70009	0.70135	63227	0	0
2026.06.19	0.70072	0.70242	0.69892	0.70085	53634	0	0
2026.06.22	0.70049	0.70191	0.69940	0.70003	57929	0	0
2026.06.23	0.70017	0.70042	0.69068	0.69161	61412	0	0
2026.06.24	0.69150	0.69233	0.68824	0.69002	68252	0	0
2026.06.25	0.68938	0.69273	0.68853	0.69104	63648	0	0
2026.06.26	0.69064	0.69172	0.68753	0.68912	61470	0	0
2026.06.29	0.68864	0.69043	0.68773	0.68865	48737	0	0
2026.06.30	0.68819	0.68896	0.68653	0.68834	20544	0	0
